date,ingredient,unit,shelf_life_days,supplier_lead_time_days,pack_price_rs,opening_stock,consumption_mean_7d,consumption_std_7d,consumption_mean_14d,consumption_mean_28d,consumption_trend,volatility_ratio,coverage_days,days_since_purchase,incoming_qty_7d,day_of_week,month,festival_effect,is_monsoon,stockout_today,days_to_stockout,risk_class
2025-12-31,Sugar,kg,365,3,110,57.0902,7.3371,1.8707,6.8062,6.4809,1.1321,0.255,7.781,0,0.0,2,12,none,0,0,14,SAFE
2025-12-31,Tea Leaves,kg,365,3,650,14.6283,1.8017,0.4685,1.6897,1.6278,1.1068,0.26,8.1193,0,0.0,2,12,none,0,0,8,SAFE
2025-12-31,Wheat Flour,kg,90,3,85,16.3897,1.8877,0.4077,1.8411,1.6612,1.1364,0.216,8.6825,0,0.0,2,12,none,0,0,23,SAFE
2025-12-31,Yoghurt,kg,6,1,160,50.5266,10.0081,3.0131,9.4456,9.2974,1.0764,0.3011,5.0486,3,0.0,2,12,none,0,0,3,URGENT
2026-01-01,Bread Loaf,pcs,3,1,75,71.0,8.3873,1.8594,6.1212,6.6247,1.2661,0.2217,8.4652,0,0.0,3,1,none,0,0,3,URGENT
2026-01-01,Buff Mince,kg,3,1,480,0.0,6.4094,4.4175,6.058,5.7454,1.1156,0.6892,0.0,3,0.0,3,1,none,0,1,1,URGENT
2026-01-01,Burger Bun,pcs,4,1,30,0.0,19.4867,12.9525,22.5108,22.1998,0.8778,0.6647,0.0,4,0.0,3,1,none,0,1,1,URGENT
2026-01-01,Butter,kg,60,3,780,0.7888,0.4195,0.0879,0.4499,0.4388,0.9561,0.2095,1.8805,7,4.0,3,1,none,0,0,1,URGENT
2026-01-01,Cabbage,kg,8,1,60,129.744,12.0792,1.7555,12.779,12.315,0.9808,0.1453,10.7411,0,0.0,3,1,none,0,0,44,SAFE
2026-01-01,Cardamom,kg,240,6,3200,0.923,0.056,0.0116,0.0594,0.0541,1.0361,0.2078,16.4697,16,0.0,3,1,none,0,0,15,SAFE
2026-01-01,Cheese Slice,pcs,30,3,22,1001.5573,50.6157,25.1166,61.3507,61.3191,0.8254,0.4962,19.7875,1,0.0,3,1,none,0,0,28,SAFE
2026-01-01,Chicken Breast,kg,3,1,420,0.0,3.9414,4.6608,6.9327,6.2935,0.6263,1.1825,0.0,3,0.0,3,1,none,0,1,1,URGENT
2026-01-01,Chocolate Cake,pcs,4,2,900,17.749,2.8452,0.8187,2.5596,2.1067,1.3505,0.2877,6.2383,2,0.0,3,1,none,0,0,2,URGENT
2026-01-01,Cocoa Powder,kg,240,5,1200,0.9777,0.7076,0.1043,0.7221,0.6499,1.0887,0.1475,1.3817,11,12.0,3,1,none,0,0,1,URGENT
2026-01-01,Coffee Beans,kg,120,5,1800,30.2993,4.2467,1.817,4.8428,4.6219,0.9188,0.4279,7.1347,2,55.0,3,1,none,0,0,16,SAFE
2026-01-01,Cooking Oil,L,180,3,210,36.783,4.0362,1.7598,4.9857,5.0845,0.7938,0.436,9.1132,4,0.0,3,1,none,0,0,13,SAFE
2026-01-01,Croissant (frozen),pcs,45,4,55,191.6955,16.215,3.7061,14.2939,14.4823,1.1196,0.2286,11.8221,3,0.0,3,1,none,0,0,10,SAFE
2026-01-01,Eggs,pcs,21,2,18,505.6841,25.9646,17.3099,31.955,33.6473,0.7717,0.6667,19.4759,2,0.0,3,1,none,0,0,190,SAFE
2026-01-01,Ginger,kg,14,1,180,2.2736,0.3384,0.0755,0.3587,0.3501,0.9665,0.2231,6.7188,6,0.0,3,1,none,0,0,149,SAFE
2026-01-01,Ice,kg,2,1,60,45.0,6.768,7.9653,8.6962,10.3018,0.657,1.1769,6.6489,0,0.0,3,1,none,0,0,2,URGENT
2026-01-01,Lime,kg,10,1,140,11.7342,1.9944,0.376,2.1439,2.0709,0.9631,0.1885,5.8836,6,0.0,3,1,none,0,0,103,SAFE
2026-01-01,Masala Mix,kg,180,4,900,4.4048,0.1482,0.098,0.2011,0.2142,0.692,0.6609,29.716,0,0.0,3,1,none,0,0,38,SAFE
2026-01-01,Milk,L,4,1,95,947.9443,53.6439,34.6122,64.1739,61.7681,0.8685,0.6452,17.6711,3,0.0,3,1,none,0,0,1,URGENT
2026-01-01,Momo Wrapper,pcs,5,2,180,11731.6467,1432.632,638.8268,1520.0248,1377.4322,1.0401,0.4459,8.1889,2,0.0,3,1,none,0,0,3,URGENT
2026-01-01,Noodles,kg,120,3,150,86.8174,11.3322,2.2369,11.456,10.8975,1.0399,0.1974,7.6611,1,0.0,3,1,none,0,0,22,SAFE
2026-01-01,Onion,kg,21,2,90,75.7687,10.0995,1.5956,8.6609,9.2854,1.0877,0.158,7.5022,8,0.0,3,1,none,0,0,45,SAFE
2026-01-01,Potato,kg,30,2,70,74.2012,10.0765,3.2918,11.6161,11.5953,0.869,0.3267,7.3638,5,0.0,3,1,none,0,0,66,SAFE
2026-01-01,Soda Water,L,180,3,70,233.8749,7.2268,6.5474,10.8214,11.2319,0.6434,0.906,32.3624,1,0.0,3,1,none,0,0,36,SAFE
2026-01-01,Sugar,kg,365,3,110,51.64,6.7968,1.1316,6.8773,6.4671,1.051,0.1665,7.5977,1,0.0,3,1,none,0,0,13,SAFE
2026-01-01,Tea Leaves,kg,365,3,650,13.3882,1.6652,0.3106,1.6975,1.6234,1.0257,0.1865,8.04,1,0.0,3,1,none,0,0,7,WATCH
2026-01-01,Wheat Flour,kg,90,3,85,15.0301,1.8228,0.3381,1.9054,1.6624,1.0965,0.1855,8.2457,1,0.0,3,1,none,0,0,22,SAFE
2026-01-01,Yoghurt,kg,6,1,160,42.0188,8.8928,1.524,9.4846,9.2702,0.9593,0.1714,4.725,4,0.0,3,1,none,0,0,2,URGENT
2026-01-02,Bread Loaf,pcs,3,1,75,62.6695,8.2721,1.8339,6.7166,6.5847,1.2563,0.2217,7.576,1,0.0,4,1,none,0,0,2,URGENT
2026-01-02,Buff Mince,kg,3,1,480,0.0,4.7307,4.2999,6.058,5.2872,0.8947,0.9089,0.0,4,0.0,4,1,none,0,1,1,URGENT
2026-01-02,Burger Bun,pcs,4,1,30,0.0,15.4145,13.9216,21.2946,20.7159,0.7441,0.9032,0.0,5,0.0,4,1,none,0,1,1,URGENT
2026-01-02,Butter,kg,60,3,780,0.36,0.4088,0.0899,0.4416,0.4354,0.9388,0.2199,0.8805,8,4.0,4,1,none,0,1,17,SAFE
2026-01-02,Cabbage,kg,8,1,60,117.5828,11.9975,1.7655,12.6089,12.1564,0.9869,0.1472,9.8006,1,0.0,4,1,none,0,0,43,SAFE
2026-01-02,Cardamom,kg,240,6,3200,0.8733,0.0576,0.0136,0.0602,0.0541,1.0656,0.236,15.1478,17,0.0,4,1,none,0,0,14,SAFE
2026-01-02,Cheese Slice,pcs,30,3,22,940.0905,50.7505,25.2012,62.1311,60.8591,0.8339,0.4966,18.5238,2,0.0,4,1,none,0,0,27,SAFE
2026-01-02,Chicken Breast,kg,3,1,420,0.0,3.9414,4.6608,6.3578,5.8918,0.669,1.1825,0.0,4,0.0,4,1,none,0,1,1,URGENT
2026-01-02,Chocolate Cake,pcs,4,2,900,15.0087,2.8997,0.8403,2.8018,2.1047,1.3777,0.2898,5.1759,3,0.0,4,1,none,0,0,1,URGENT
2026-01-02,Cocoa Powder,kg,240,5,1200,0.2452,0.6557,0.1932,0.698,0.6311,1.0391,0.2947,0.374,12,12.0,4,1,none,0,1,17,SAFE
2026-01-02,Coffee Beans,kg,120,5,1800,80.1708,4.2876,1.8367,4.8916,4.6078,0.9305,0.4284,18.6984,0,0.0,4,1,none,0,0,15,SAFE
2026-01-02,Cooking Oil,L,180,3,210,31.2004,4.3989,1.8611,5.0237,5.0538,0.8704,0.4231,7.0928,5,0.0,4,1,none,0,0,12,SAFE
2026-01-02,Croissant (frozen),pcs,45,4,55,174.495,17.8873,4.8258,14.9049,14.8663,1.2032,0.2698,9.7553,4,0.0,4,1,none,0,0,9,SAFE
2026-01-02,Eggs,pcs,21,2,18,471.1981,25.5282,17.0515,31.6527,33.4971,0.7621,0.668,18.458,3,0.0,4,1,none,0,0,189,SAFE
2026-01-02,Ginger,kg,14,1,180,1.9645,0.3464,0.0848,0.3639,0.3502,0.989,0.2448,5.6719,7,0.0,4,1,none,0,0,148,SAFE
2026-01-02,Ice,kg,2,1,60,26.6788,9.6185,8.5799,10.1215,10.2451,0.9388,0.892,2.7737,1,0.0,4,1,none,0,0,1,URGENT
2026-01-02,Lime,kg,10,1,140,9.0393,2.1104,0.4385,2.2205,2.0565,1.0262,0.2078,4.2832,7,0.0,4,1,none,0,0,102,SAFE
2026-01-02,Masala Mix,kg,180,4,900,4.1979,0.1581,0.1091,0.2037,0.2139,0.7392,0.6902,26.5471,1,0.0,4,1,none,0,0,37,SAFE
2026-01-02,Milk,L,4,1,95,0.0,41.7792,36.6712,64.1739,58.2698,0.717,0.8777,0.0,4,0.0,4,1,none,0,1,1,URGENT
2026-01-02,Momo Wrapper,pcs,5,2,180,10051.9544,1390.8286,612.9389,1500.7854,1436.4685,0.9682,0.4407,7.2273,3,0.0,4,1,none,0,0,2,URGENT
2026-01-02,Noodles,kg,120,3,150,76.0133,11.4362,2.2158,11.4607,10.8385,1.0551,0.1938,6.6467,2,0.0,4,1,none,0,0,21,SAFE
2026-01-02,Onion,kg,21,2,90,65.6684,9.9816,1.5421,8.6035,9.1714,1.0883,0.1545,6.5789,9,0.0,4,1,none,0,0,44,SAFE
2026-01-02,Potato,kg,30,2,70,61.4962,11.7173,1.9677,11.7963,11.6434,1.0064,0.1679,5.2483,6,0.0,4,1,none,0,0,65,SAFE
2026-01-02,Soda Water,L,180,3,70,217.0115,8.0176,7.2952,11.3004,11.157,0.7186,0.9099,27.0668,2,0.0,4,1,none,0,0,35,SAFE
2026-01-02,Sugar,kg,365,3,110,44.4111,6.9536,1.269,6.9981,6.4599,1.0764,0.1825,6.3868,2,0.0,4,1,none,0,0,12,SAFE
2026-01-02,Tea Leaves,kg,365,3,650,11.6818,1.685,0.3324,1.7237,1.6218,1.039,0.1973,6.9328,2,0.0,4,1,none,0,0,6,WATCH
2026-01-02,Wheat Flour,kg,90,3,85,13.0021,1.8461,0.3272,1.897,1.6699,1.1055,0.1772,7.0428,2,0.0,4,1,none,0,0,21,SAFE
2026-01-02,Yoghurt,kg,6,1,160,33.4429,9.0369,1.5936,9.6304,9.2695,0.9749,0.1763,3.7007,5,0.0,4,1,none,0,0,1,URGENT
2026-01-03,Bread Loaf,pcs,3,1,75,54.3339,8.6261,1.9724,6.6324,6.6396,1.2992,0.2287,6.2988,2,0.0,5,1,none,0,0,1,URGENT
2026-01-03,Buff Mince,kg,3,1,480,0.0,3.1842,3.74,5.298,4.9098,0.6485,1.1746,0.0,5,32.0,5,1,none,0,1,10,SAFE
2026-01-03,Burger Bun,pcs,4,1,30,0.0,15.4145,13.9216,18.388,19.4194,0.7938,0.9032,0.0,6,155.0,5,1,none,0,1,1,URGENT
2026-01-03,Butter,kg,60,3,780,4.0,0.4254,0.1015,0.4383,0.4376,0.972,0.2385,9.4039,0,0.0,5,1,none,0,0,16,SAFE
2026-01-03,Cabbage,kg,8,1,60,78.0,11.7176,1.1537,12.5289,12.1981,0.9606,0.0985,6.6567,2,0.0,5,1,none,0,0,42,SAFE
2026-01-03,Cardamom,kg,240,6,3200,0.7954,0.0591,0.0158,0.0608,0.0547,1.0803,0.2671,13.4672,18,0.0,5,1,none,0,0,13,SAFE
2026-01-03,Cheese Slice,pcs,30,3,22,873.1457,59.0759,26.6853,62.1766,61.4592,0.9612,0.4517,14.7801,3,0.0,5,1,none,0,0,26,SAFE
2026-01-03,Chicken Breast,kg,3,1,420,0.0,3.9414,4.6608,5.5466,5.4922,0.7176,1.1825,0.0,5,40.0,5,1,none,0,1,6,WATCH
2026-01-03,Chocolate Cake,pcs,4,2,900,0.0,2.2259,0.9908,2.8018,2.0108,1.107,0.4451,0.0,4,23.0,5,1,none,0,1,1,URGENT
2026-01-03,Cocoa Powder,kg,240,5,1200,5.0,0.6688,0.2112,0.7049,0.6355,1.0524,0.3159,7.4765,0,7.0,5,1,none,0,0,16,SAFE
2026-01-03,Coffee Beans,kg,120,5,1800,74.8809,4.2667,1.8141,4.8723,4.5765,0.9323,0.4252,17.5502,1,0.0,5,1,none,0,0,14,SAFE
2026-01-03,Cooking Oil,L,180,3,210,25.2077,5.3063,0.6487,5.017,5.035,1.0539,0.1222,4.7505,6,35.0,5,1,none,0,0,11,SAFE
2026-01-03,Croissant (frozen),pcs,45,4,55,148.7346,18.4687,5.2553,14.9426,14.8134,1.2468,0.2846,8.0533,5,0.0,5,1,none,0,0,8,SAFE
2026-01-03,Eggs,pcs,21,2,18,436.8083,31.6117,14.4346,31.355,33.7569,0.9365,0.4566,13.8179,4,0.0,5,1,none,0,0,188,SAFE
2026-01-03,Ginger,kg,14,1,180,1.5008,0.3522,0.094,0.3682,0.3535,0.9965,0.2669,4.2612,8,3.0,5,1,none,0,0,147,SAFE
2026-01-03,Ice,kg,2,1,60,0.0,9.6185,8.5799,8.3338,9.4233,1.0207,0.892,0.0,2,100.0,5,1,none,0,1,3,URGENT
2026-01-03,Lime,kg,10,1,140,6.3614,2.2003,0.5399,2.2387,2.0697,1.0631,0.2454,2.8911,8,19.0,5,1,none,0,0,101,SAFE
2026-01-03,Masala Mix,kg,180,4,900,3.8931,0.2078,0.1049,0.2065,0.2163,0.9609,0.5049,18.7343,2,0.0,5,1,none,0,0,36,SAFE
2026-01-03,Milk,L,4,1,95,0.0,41.7792,36.6712,56.9234,54.3818,0.7683,0.8777,0.0,5,418.0,5,1,none,0,1,5,WATCH
2026-01-03,Momo Wrapper,pcs,5,2,180,8398.9408,1401.8873,626.1476,1508.8118,1448.9269,0.9675,0.4466,5.9912,4,0.0,5,1,none,0,0,1,URGENT
2026-01-03,Noodles,kg,120,3,150,64.7155,11.0171,1.5542,11.4823,11.0007,1.0015,0.1411,5.8741,3,0.0,5,1,none,0,0,20,SAFE
2026-01-03,Onion,kg,21,2,90,55.3279,9.9246,1.4174,8.6416,9.2252,1.0758,0.1428,5.5748,10,0.0,5,1,none,0,0,43,SAFE
2026-01-03,Potato,kg,30,2,70,46.9788,11.4929,1.724,11.7895,11.4812,1.001,0.15,4.0876,7,81.0,5,1,none,0,0,64,SAFE
2026-01-03,Soda Water,L,180,3,70,200.077,8.9311,8.1159,11.4059,11.2435,0.7943,0.9087,22.4023,3,0.0,5,1,none,0,0,34,SAFE
2026-01-03,Sugar,kg,365,3,110,35.9358,7.1067,1.5386,7.0636,6.7894,1.0467,0.2165,5.0566,3,46.0,5,1,none,0,0,11,SAFE
2026-01-03,Tea Leaves,kg,365,3,650,9.5842,1.7099,0.3736,1.7405,1.6352,1.0457,0.2185,5.6052,3,0.0,5,1,none,0,0,5,WATCH
2026-01-03,Wheat Flour,kg,90,3,85,11.2414,1.7857,0.2424,1.8529,1.7415,1.0254,0.1357,6.2953,3,0.0,5,1,none,0,0,20,SAFE
2026-01-03,Yoghurt,kg,6,1,160,0.0,7.2628,3.07,8.6576,8.8278,0.8227,0.4227,0.0,6,73.0,5,1,none,0,1,52,SAFE
2026-01-04,Bread Loaf,pcs,3,1,75,0.0,7.8087,3.5563,6.1501,6.6396,1.1761,0.4554,0.0,3,0.0,6,1,none,0,1,1,URGENT
2026-01-04,Buff Mince,kg,3,1,480,32.0,4.344,3.8305,5.2984,4.9773,0.8728,0.8818,7.3665,0,0.0,6,1,none,0,0,9,SAFE
2026-01-04,Burger Bun,pcs,4,1,30,0.0,12.4953,14.6845,18.388,18.4786,0.6762,1.1752,0.0,7,155.0,6,1,none,0,1,1,URGENT
2026-01-04,Butter,kg,60,3,780,3.4581,0.4339,0.093,0.4399,0.4384,0.9897,0.2143,7.9704,1,0.0,6,1,none,0,0,15,SAFE
2026-01-04,Cabbage,kg,8,1,60,63.933,11.8324,1.1192,12.6175,12.2162,0.9686,0.0946,5.4032,3,0.0,6,1,none,0,0,41,SAFE
2026-01-04,Cardamom,kg,240,6,3200,0.7095,0.0598,0.0154,0.0615,0.055,1.0878,0.2581,11.8629,19,0.0,6,1,none,0,0,12,SAFE
2026-01-04,Cheese Slice,pcs,30,3,22,784.4688,67.2036,12.172,62.217,61.504,1.0927,0.1811,11.673,4,0.0,6,1,none,0,0,25,SAFE
2026-01-04,Chicken Breast,kg,3,1,420,40.0,5.1266,4.5616,5.4992,5.5252,0.9278,0.8898,7.8025,0,0.0,6,1,none,0,0,5,WATCH
2026-01-04,Chocolate Cake,pcs,4,2,900,0.0,1.9018,1.2587,2.5863,2.0108,0.9458,0.6618,0.0,5,23.0,6,1,none,0,1,1,URGENT
2026-01-04,Cocoa Powder,kg,240,5,1200,4.0123,0.6756,0.2116,0.7249,0.6423,1.0518,0.3133,5.9391,1,7.0,6,1,none,0,0,15,SAFE
2026-01-04,Coffee Beans,kg,120,5,1800,68.6996,4.2996,1.8185,4.8616,4.5878,0.9372,0.423,15.978,2,0.0,6,1,none,0,0,13,SAFE
2026-01-04,Cooking Oil,L,180,3,210,18.856,5.403,0.5723,5.0204,5.0477,1.0704,0.1059,3.4899,7,35.0,6,1,none,0,0,10,SAFE
2026-01-04,Croissant (frozen),pcs,45,4,55,124.7975,18.5586,5.2034,14.9994,15.0369,1.2342,0.2804,6.7245,6,0.0,6,1,none,0,0,7,WATCH
2026-01-04,Eggs,pcs,21,2,18,393.7183,35.7393,7.0441,31.4896,33.7204,1.0599,0.1971,11.0164,5,0.0,6,1,none,0,0,187,SAFE
2026-01-04,Ginger,kg,14,1,180,3.9899,0.3561,0.092,0.3707,0.3547,1.0039,0.2582,11.2038,0,0.0,6,1,none,0,0,146,SAFE
2026-01-04,Ice,kg,2,1,60,100.0,10.2759,8.9555,8.4571,10.0397,1.0235,0.8715,9.7315,0,0.0,6,1,none,0,0,2,URGENT
2026-01-04,Lime,kg,10,1,140,22.34,2.2885,0.4815,2.2706,2.105,1.0872,0.2104,9.7618,0,0.0,6,1,none,0,0,100,SAFE
2026-01-04,Masala Mix,kg,180,4,900,3.5454,0.2384,0.0625,0.2086,0.2172,1.0974,0.2622,14.8714,3,0.0,6,1,none,0,0,35,SAFE
2026-01-04,Milk,L,4,1,95,418.0,51.8934,33.3681,57.0495,54.6073,0.9503,0.643,8.055,0,0.0,6,1,none,0,0,4,WATCH
2026-01-04,Momo Wrapper,pcs,5,2,180,0.0,1210.8735,797.3269,1404.95,1398.4771,0.8659,0.6585,0.0,5,0.0,6,1,none,0,1,1,URGENT
2026-01-04,Noodles,kg,120,3,150,51.9802,11.1148,1.5292,11.4775,11.0699,1.0041,0.1376,4.6767,4,0.0,6,1,none,0,0,19,SAFE
2026-01-04,Onion,kg,21,2,90,42.3355,10.0913,1.3155,9.2443,9.2714,1.0884,0.1304,4.1953,11,0.0,6,1,none,0,0,42,SAFE
2026-01-04,Potato,kg,30,2,70,34.1544,11.7904,1.5245,11.7829,11.4487,1.0299,0.1293,2.8968,8,81.0,6,1,none,0,0,63,SAFE
2026-01-04,Soda Water,L,180,3,70,181.4823,10.9814,7.3802,11.6389,11.475,0.957,0.6721,16.5264,4,0.0,6,1,none,0,0,33,SAFE
2026-01-04,Sugar,kg,365,3,110,25.8973,7.2481,1.4252,7.1017,6.8167,1.0633,0.1966,3.573,4,46.0,6,1,none,0,0,10,SAFE
2026-01-04,Tea Leaves,kg,365,3,650,7.2149,1.7383,0.3511,1.7418,1.6901,1.0285,0.202,4.1506,4,0.0,6,1,none,0,0,4,WATCH
2026-01-04,Wheat Flour,kg,90,3,85,9.2375,1.7978,0.2339,1.8588,1.7463,1.0295,0.1301,5.1381,4,0.0,6,1,none,0,0,19,SAFE
2026-01-04,Yoghurt,kg,6,1,160,73.0,7.4315,3.1408,8.7645,8.8687,0.8379,0.4226,9.823,0,0.0,6,1,none,0,0,51,SAFE
2026-01-05,Bread Loaf,pcs,3,1,75,0.0,6.3048,4.2474,5.5343,6.4181,0.9823,0.6737,0.0,4,0.0,0,1,none,0,1,1,URGENT
2026-01-05,Buff Mince,kg,3,1,480,23.8813,4.3789,3.8519,5.1721,4.9437,0.8858,0.8796,5.4537,1,0.0,0,1,none,0,0,8,SAFE
2026-01-05,Burger Bun,pcs,4,1,30,0.0,8.4704,13.6609,18.388,17.9164,0.4728,1.6128,0.0,8,155.0,0,1,none,0,1,12,SAFE
2026-01-05,Butter,kg,60,3,780,3.0957,0.4044,0.0907,0.431,0.4385,0.9223,0.2243,7.655,2,0.0,0,1,none,0,0,14,SAFE
2026-01-05,Cabbage,kg,8,1,60,52.0973,11.4746,1.3291,12.497,12.2194,0.939,0.1158,4.5402,4,0.0,0,1,none,0,0,40,SAFE
2026-01-05,Cardamom,kg,240,6,3200,0.6545,0.0579,0.016,0.061,0.0548,1.0558,0.2767,11.3076,20,0.0,0,1,none,0,0,11,SAFE
2026-01-05,Cheese Slice,pcs,30,3,22,727.5745,64.865,13.2172,61.2579,61.9287,1.0474,0.2038,11.2168,5,0.0,0,1,none,0,0,24,SAFE
2026-01-05,Chicken Breast,kg,3,1,420,31.7041,4.6602,4.1637,5.323,5.7746,0.807,0.8935,6.8032,1,0.0,0,1,none,0,0,4,WATCH
2026-01-05,Chocolate Cake,pcs,4,2,900,0.0,1.5072,1.3562,2.3632,2.0108,0.7495,0.8999,0.0,6,23.0,0,1,none,0,1,5,WATCH
2026-01-05,Cocoa Powder,kg,240,5,1200,10.3039,0.6595,0.2201,0.714,0.6399,1.0306,0.3337,15.6235,0,0.0,0,1,none,0,0,14,SAFE
2026-01-05,Coffee Beans,kg,120,5,1800,64.0545,4.8229,0.7805,4.8138,4.5801,1.053,0.1618,13.2812,3,0.0,0,1,none,0,0,12,SAFE
2026-01-05,Cooking Oil,L,180,3,210,13.6452,5.2597,0.7319,4.9447,5.0346,1.0447,0.1392,2.5943,8,35.0,0,1,none,0,0,9,SAFE
2026-01-05,Croissant (frozen),pcs,45,4,55,108.9922,17.5811,5.1705,14.6189,15.0074,1.1715,0.2941,6.1994,7,0.0,0,1,none,0,0,6,WATCH
2026-01-05,Eggs,pcs,21,2,18,364.8248,33.4225,7.7081,30.8312,33.7153,0.9913,0.2306,10.9155,6,0.0,0,1,none,0,0,186,SAFE
2026-01-05,Ginger,kg,14,1,180,3.671,0.3441,0.0956,0.367,0.3538,0.9725,0.2777,10.6691,1,0.0,0,1,none,0,0,145,SAFE
2026-01-05,Ice,kg,2,1,60,82.7424,9.9253,8.7547,9.4531,10.0049,0.992,0.8821,8.3365,1,0.0,0,1,none,0,0,1,URGENT
2026-01-05,Lime,kg,10,1,140,19.0,2.2227,0.5675,2.2382,2.0946,1.0612,0.2553,8.548,1,0.0,0,1,none,0,0,99,SAFE
2026-01-05,Masala Mix,kg,180,4,900,3.3312,0.2308,0.0646,0.2063,0.2166,1.0657,0.2799,14.4306,4,0.0,0,1,none,0,0,34,SAFE
2026-01-05,Milk,L,4,1,95,347.2006,50.1772,32.494,56.1014,54.3853,0.9226,0.6476,6.9195,1,0.0,0,1,none,0,0,3,URGENT
2026-01-05,Momo Wrapper,pcs,5,2,180,0.0,1210.8735,797.3269,1291.5817,1350.7563,0.8964,0.6585,0.0,6,0.0,0,1,none,0,1,1,URGENT
2026-01-05,Noodles,kg,120,3,150,40.9677,10.2543,1.6083,11.2423,10.9869,0.9333,0.1568,3.9952,5,0.0,0,1,none,0,0,18,SAFE
2026-01-05,Onion,kg,21,2,90,32.5797,9.8592,1.5229,9.8082,9.2548,1.0653,0.1545,3.3045,12,0.0,0,1,none,0,0,41,SAFE
2026-01-05,Potato,kg,30,2,70,103.5609,11.5035,1.9021,11.5334,11.4009,1.009,0.1653,9.0026,0,0.0,0,1,none,0,0,62,SAFE
2026-01-05,Soda Water,L,180,3,70,167.1304,12.1437,6.0865,11.3832,11.4048,1.0648,0.5012,13.7627,5,0.0,0,1,none,0,0,32,SAFE
2026-01-05,Sugar,kg,365,3,110,19.4137,7.1097,1.5134,7.0498,6.7961,1.0461,0.2129,2.7306,5,46.0,0,1,none,0,0,9,SAFE
2026-01-05,Tea Leaves,kg,365,3,650,5.6781,1.6991,0.3694,1.7263,1.6865,1.0074,0.2174,3.3419,5,0.0,0,1,none,0,0,3,URGENT
2026-01-05,Wheat Flour,kg,90,3,85,7.5692,1.775,0.2492,1.8684,1.7494,1.0146,0.1404,4.2644,5,0.0,0,1,none,0,0,18,SAFE
2026-01-05,Yoghurt,kg,6,1,160,63.7589,7.4713,3.1491,8.8466,8.7799,0.851,0.4215,8.5338,1,0.0,0,1,none,0,0,50,SAFE
2026-01-06,Bread Loaf,pcs,3,1,75,0.0,4.7422,4.2674,5.5343,6.0587,0.7827,0.8999,0.0,5,48.0,1,1,none,0,1,4,WATCH
2026-01-06,Buff Mince,kg,3,1,480,17.0454,4.2979,3.7607,5.7677,4.9456,0.869,0.875,3.966,2,35.0,1,1,none,0,0,7,WATCH
2026-01-06,Burger Bun,pcs,4,1,30,155.0,7.3802,11.6875,17.8742,18.8826,0.3908,1.5836,21.002,0,0.0,1,1,none,0,0,11,SAFE
2026-01-06,Butter,kg,60,3,780,2.7727,0.3849,0.0762,0.4272,0.4353,0.8844,0.1979,7.203,3,0.0,1,1,none,0,0,13,SAFE
2026-01-06,Cabbage,kg,8,1,60,42.4142,11.8254,1.3583,12.575,12.2889,0.9623,0.1149,3.5867,5,89.0,1,1,none,0,0,39,SAFE
2026-01-06,Cardamom,kg,240,6,3200,0.6071,0.0577,0.0161,0.0606,0.0545,1.0592,0.2786,10.5162,21,0.0,1,1,none,0,0,10,SAFE
2026-01-06,Cheese Slice,pcs,30,3,22,675.3988,61.9752,12.1231,60.6339,62.4537,0.9923,0.1956,10.8979,6,0.0,1,1,none,0,0,23,SAFE
2026-01-06,Chicken Breast,kg,3,1,420,24.7213,4.3855,3.8317,5.275,6.0744,0.722,0.8737,5.6371,2,28.0,1,1,none,0,0,3,URGENT
2026-01-06,Chocolate Cake,pcs,4,2,900,23.0,1.5136,1.3595,2.3211,1.9948,0.7588,0.8982,15.1953,0,0.0,1,1,none,0,0,4,WATCH
2026-01-06,Cocoa Powder,kg,240,5,1200,9.806,0.6339,0.2105,0.7152,0.6426,0.9865,0.332,15.4692,1,0.0,1,1,none,0,0,13,SAFE
2026-01-06,Coffee Beans,kg,120,5,1800,60.2394,4.7808,0.7829,4.7617,4.5835,1.0431,0.1638,12.6003,4,0.0,1,1,none,0,0,11,SAFE
2026-01-06,Cooking Oil,L,180,3,210,44.5419,5.2454,0.7369,4.8812,5.0311,1.0426,0.1405,8.4916,0,0.0,1,1,none,0,0,8,SAFE
2026-01-06,Croissant (frozen),pcs,45,4,55,94.1686,17.3935,5.2428,14.9038,15.0335,1.157,0.3014,5.414,8,0.0,1,1,none,0,0,5,WATCH
2026-01-06,Eggs,pcs,21,2,18,340.4668,31.5212,6.1638,30.7201,33.3768,0.9444,0.1955,10.8012,7,0.0,1,1,none,0,0,185,SAFE
2026-01-06,Ginger,kg,14,1,180,3.3912,0.343,0.0961,0.3636,0.3511,0.9769,0.2802,9.8877,2,0.0,1,1,none,0,0,144,SAFE
2026-01-06,Ice,kg,2,1,60,0.0,9.9253,8.7547,8.2594,9.4311,1.0524,0.8821,0.0,2,100.0,1,1,none,0,1,3,URGENT
2026-01-06,Lime,kg,10,1,140,17.6596,2.2119,0.5728,2.2065,2.0813,1.0627,0.259,7.984,2,0.0,1,1,none,0,0,98,SAFE
2026-01-06,Masala Mix,kg,180,4,900,3.1406,0.2303,0.0649,0.2048,0.2152,1.0703,0.2816,13.638,5,0.0,1,1,none,0,0,33,SAFE
2026-01-06,Milk,L,4,1,95,285.3996,49.7981,32.2091,55.6716,54.3737,0.9158,0.6468,5.7311,2,0.0,1,1,none,0,0,2,URGENT
